#device_id, rssi_1, snr_1, rssi_2, snr_2, rssi_3, snr_3, spreading_factor, ts, lat, long, alt
1,-115.0,1.0,-113.0,2.2,-120.0,-12.5,12.0,1575472998.979534,42.47055115333008,-9.001798529750742,80.5999984741211
1,-108.0,4.8,-109.0,4.5,0,0,11.0,1575473054.74938,42.47055353393555,-9.001725195838379,78.80000305175781
1,-118.0,-12.0,0,0,0,0,10.0,1575473195.754079,42.47074890135719,-9.00219440450205,80.9000015258789
2,-53.0,14.2,-108.0,8.0,-119.0,-13.5,9.0,1577058249.894482,42.45949005125953,-9.013080595923828,78.4000015258789
2,-55.0,15.0,-117.0,1.2,-115.0,1.8,8.0,1577058255.744578,42.45944808959951,-9.012589454550879,75.5999984741211
2,-58.0,10.0,-115.0,2.5,0,0,7.0,1577058283.573181,42.45942901511328,-9.01181411743154,73.30000305175781
2,-59.0,14.5,-118.0,-3.0,-114.0,2.2,12.0,1577058303.055835,42.4593503515525,-9.011331558227539,75.4000015258789
2,-71.0,11.0,-112.0,-0.8,-111.0,-14.0,11.0,1577058320.874055,42.459322204589844,-9.011148452758789,81.0
2,-78.0,9.8,0,0,-117.0,-3.5,10.0,1577058338.179509,42.45904373158945,-9.010882377524512,78.19999594824219
2,-78.0,11.8,-120.0,-8.5,-120.0,-8.8,9.0,1577058354.891553,42.45875525878905,-9.010555403137207,75.5999984741211
2,-79.0,14.2,0,0,-119.0,-5.8,8.0,1577058371.775932,42.45859559423828,-9.010557555100098,59.5
2,-78.0,14.0,0,0,-118.0,-1.5,7.0,1577058388.578574,42.45797551545508,-9.01032543182373,72.5
2,-80.0,7.2,-115.0,0.2,-117.0,-4.0,12.0,1577058408.078789,42.457533111572255,-9.01030445098877,57.59999594824219
2,-81.0,10.8,-114.0,-0.8,-119.0,-15.0,11.0,1577058425.88517,42.45707534790039,-9.010543823242188,57.19999594824219
2,-82.0,12.8,-115.0,0,0,0,10.0,1577058443.179094,42.45700558334951,-9.010515348815918,55.9000015258789
2,-81.0,12.2,-118.0,-1.0,-120.0,-11.0,9.0,1577058459.882222,42.457018127441405,-9.010583877553477,55.59999594824219
2,-85.0,10.8,-111.0,5.8,0,0,8.0,1577058475.778581,42.45592557470703,-9.010588781738281,57.80000305175781
2,-79.0,13.8,-114.0,3.2,0,0,7.0,1577058493.559732,42.455739554541015,-9.011130332945777,54.9000015258789
2,-81.0,5.8,-115.0,-0.8,0,0,12.0,1577058513.059504,42.45551077270508,-9.011787414550781,52.400001525878905
2,-85.0,9.2,-118.0,-5.8,0,0,11.0,1577058530.890304,42.455425849355234,-9.012301445007324,57.0999984741211
2,-81.0,12.2,-115.0,1.2,-119.0,-12.8,10.0,1577058548.158558,42.45542303455797,-9.01227855582373,70.0
2,-95.0,12.2,-119.0,-5.8,-109.0,7.2,9.0,1577058554.907389,42.455509954833984,-9.013085318959727,71.19999594824219
2,-74.0,15.0,0,0,-111.0,5.5,8.0,1577058581.75575,42.457201232910155,-9.013851155771484,72.0
2,-92.0,12.8,0,0,-109.0,4.8,7.0,1577058598.577818,42.457795325583594,-9.01419734954834,75.5
2,-87.0,8.0,0,0,-114.0,-1.2,12.0,1577058518.045394,42.45820058359375,-9.01409912109375,74.9000015258789
2,-59.0,11.0,-119.0,-5.2,-120.0,-13.0,11.0,1577058535.90552,42.45858215332031,-9.013574500219727,79.4000015258789
2,-72.0,14.0,-119.0,-3.0,-119.0,-10.8,10.0,1577058553.201084,42.45892547507422,-9.013227452758555,83.59999594824219
2,-72.0,10.2,-115.0,0.5,-118.0,-13.8,9.0,1577058559.907309,42.459329833984375,-9.013102531433105,77.0999984741211
2,-85.0,14.0,-111.0,5.5,-118.0,-2.8,8.0,1577058585.744031,42.45943283081055,-9.013150215148925,77.9000015258789
2,-55.0,14.2,-111.0,5.8,0,0,7.0,1577058703.550511,42.459512939453125,-9.013240814208984,77.19999594824219
2,-55.0,11.0,-115.0,-2.2,0,0,12.0,1577058723.050854,42.45947479248047,-9.01325511932373,77.5999984741211
2,-55.0,8.8,-118.0,-9.8,0,0,11.0,1577058749.027278,42.45959585279297,-9.013252748718252,75.9000015258789
2,-54.0,10.2,-113.0,3.8,-109.0,5.8,10.0,1577058755.195077,42.459542539150155,-9.013449558884277,79.0
2,-54.0,13.2,-103.0,12.5,-99.0,14.0,9.0,1577058782.907002,42.459783782958984,-9.013502255774902,75.59999594824219
2,-52.0,15.8,-107.0,9.8,-101.0,13.0,8.0,1577058799.741211,42.459757080078125,-9.013515508215332,72.0
2,-55.0,13.2,-112.0,5.5,-100.0,12.2,7.0,1577058815.570303,42.459754709472555,-9.013734817504883,70.5
2,-58.0,7.2,-111.0,3.5,-98.0,7.5,12.0,1577058835.047839,42.45973419189453,-9.013809204101552,73.59999594824219
2,-55.0,11.5,-120.0,-8.5,-109.0,5.5,11.0,1577058853.904543,42.4597380055918,-9.013845397399902,79.9000015258789
2,-53.0,12.8,-107.0,8.2,-105.0,8.5,10.0,1577058871.19515,42.459810485839844,-9.01375951303711,88.0999984741211
2,-55.0,14.2,-120.0,-9.0,-109.0,8.0,9.0,1577058887.905759,42.459791412353515,-9.013772010803223,87.19999594824219
2,-53.0,15.0,-115.0,3.2,-98.0,14.5,8.0,1577058904.750429,42.45975325538085,-9.01385498045875,77.9000015258789
2,-58.0,13.5,0,0,-99.0,13.0,7.0,1577058921.590435,42.45975325538085,-9.013802528381348,78.19999594824219
2,-54.0,9.8,-105.0,5.8,-100.0,5.8,12.0,1577058941.052574,42.45974553598533,-9.013848304748535,81.80000305175781
2,-45.0,7.0,-101.0,5.2,-102.0,5.8,11.0,1577058958.88849,42.45959223022451,-9.013505935558945,95.4000015258789
2,-39.0,12.5,-117.0,0.8,-104.0,9.5,10.0,1577058975.177127,42.459749450583594,-9.013442993154052,95.19999594824219
2,-33.0,12.2,-107.0,5.0,-100.0,8.0,12.0,1577059043.277422,42.45957315573828,-9.013445807851328,74.80000305175781
2,-45.0,7.5,-109.0,5.5,-105.0,7.0,11.0,1577059050.892781,42.4597151184082,-9.01349925994873,78.4000015258789
2,-39.0,14.0,-95.0,13.0,-94.0,12.5,10.0,1577059078.215182,42.459722747802734,-9.013490575879883,81.9000015258789
2,-53.0,9.0,-101.0,12.2,-100.0,12.2,9.0,1577059094.89425,42.459722747802734,-9.01349925994873,74.5999984741211
2,-39.0,10.5,-98.0,11.8,-99.0,12.0,8.0,1577059111.755979,42.45959223022451,-9.013453483581543,73.0
2,-54.0,13.0,-107.0,9.5,-95.0,13.0,7.0,1577059128.571904,42.45975325538085,-9.013581411743154,70.9000015258789
2,-72.0,9.5,-119.0,-11.5,-105.0,5.0,12.0,1577059148.035458,42.459749450583594,-9.01381778717041,75.0
2,-58.0,10.5,-120.0,-8.2,-111.0,4.0,11.0,1577059155.895254,42.45974553598533,-9.013802528381348,81.59999594824219
